display_name,wta_id,itf_id,alias_record_found,raw_name_variants,first_unmatched_match_date,last_unmatched_match_date,unmatched_match_count,source_files,example_tournaments,example_ranking_week_dates
Cristina Picani,160474,800210780,yes,Cristina Picani,2000-06-26,2000-06-26,1,itf_matches_arg.csv,"$25,000 Orbetello",2000-06-26
Cynthia Doerner-Sieler,40049,800174654,yes,Cynthia Doerner,1979-05-28,1979-06-25,2,gs_matches_arg.csv,Roland Garros | Wimbledon,
Daniela Bertolo,20591,800210782,yes,Daniela Bertolo,1999-06-14,1999-06-14,1,itf_matches_arg.csv,"$25,000 Gorizia",1999-06-14
Daniela Bolanos,20517,800200067,yes,Daniela Bolanos,1996-10-21,1996-10-21,6,itf_matches_arg.csv,"$10,000 Rio Grande Sul",1996-10-21
Daniela Moita,130721,800214614,yes,Danielle Moita,2000-05-01,2000-05-01,1,itf_matches_arg.csv,"$10,000 Itajai",2000-05-01
Darya Kryvets,110557,800223957,yes,Darya Kryvets,2000-07-24,2000-07-24,1,itf_matches_arg.csv,"$50,000 Liege",2000-07-24
Dayana Mora,130614,800208937,yes,Dayana Mora,1997-09-15,1999-10-04,2,itf_matches_arg.csv,"$10,000 Santiago",1997-09-15 | 1999-10-04
Debora Carvalho,30427,800202423,yes,Debora Carvalho,1996-07-01,1996-07-08,2,itf_matches_arg.csv,"$10,000 Sao Paulo",1996-07-01 | 1996-07-08
Debora Montero,130746,800213570,yes,Deborah Montero,1998-09-07,1998-09-07,1,itf_matches_arg.csv,"$10,000 Lima",1998-09-07
Deborah Jevans-Jarrett,100036,800176228,yes,Deborah Jevans,1980-06-16,1981-05-18,3,wta_matches_arg.csv,BMW Challenge - Eastbourne | German Open - West Berlin,
Diana Olave,150158,800209756,yes,Diana Olave,1999-02-08,1999-02-08,1,wta_matches_arg.csv,Copa Colsanitas - Bogota,1999-02-08
Diane Desfor,40124,800176293,yes,Diane Desfor,1979-07-30,1979-07-30,1,wta_matches_arg.csv,Wells Fargo Open - San Diego,
Dianne Morrison,130218,800176496,yes,Dianne Morrison,1980-06-09,1980-06-09,1,wta_matches_arg.csv,Crossley Carpets Tournament - Chichester,
Djamila Khaldi,110553,800212855,yes,Djamila Khaldi,1999-05-10,1999-05-10,1,itf_matches_arg.csv,"$10,000 Zaragoza",1999-05-10
Dominique Beillan,20356,800175294,yes,Dominique Beillan,1977-05-16,1977-05-16,1,gs_matches_arg.csv,Roland Garros,
Donna Ganz,70043,800176105,yes,Donna Ganz,1977-05-16,1978-10-30,2,gs_matches_arg.csv | wta_matches_arg.csv,Rio de La Plata Championships - Buenos Aires | Roland Garros,
Donna Rubin,180105,800177501,yes,Donna Rubin,1984-08-06,1984-08-06,1,wta_matches_arg.csv,U.S. Clay Court Championships - Indianapolis,1984-08-06
Dorothy Zerbst,260127,800209643,yes,Dorothy Zerbst,1999-06-28,1999-06-28,1,itf_matches_arg.csv,"$10,000 Alkmaar",1999-06-28
Elisa Mariela Brage,20424,800202781,yes,Elisa Mariela Brage,1996-07-22,1996-09-09,6,itf_matches_arg.csv,"$10,000 Buenos Aires | $25,000 Buenos Aires",1996-07-22 | 1996-09-09
Elisabetta Gianella,70465,800216786,yes,Elisabetta Gianella,1999-06-14,1999-06-14,1,itf_matches_arg.csv,"$10,000 Lenzerheide",1999-06-14
Elke Juul,100045,800180921,yes,Elke Juul,1996-10-14,1996-10-14,2,itf_matches_arg.csv,"$10,000 Coatzacoalcos",1996-10-14
Elly Appel-Vessies,220084,800175683,yes,Elly Appel,1979-05-06,1982-05-03,3,bjkc_matches_arg.csv | wta_matches_arg.csv,Italian Open - Perugia | World Group,
Elvira Weisenberger,230119,800175594,yes,Elvira Weisenberger,1973-05-03,1978-05-22,24,bjkc_matches_arg.csv | gs_matches_arg.csv,Roland Garros | US Open | Wimbledon | World Group,
Ena Brankovic,314133,800210587,yes,Ena Brankovic,1998-03-25,1998-03-25,1,itf_matches_arg.csv,"$10,000 Makarska Satellite",1998-03-23
Erika Hirth,80030,800199340,yes,Erika Hirth,1995-12-11,1997-09-22,3,itf_matches_arg.csv,"$25,000 Tucuman | $50,000 Tucuman",1995-12-11 | 1997-09-22
Estefania Martinez,130724,800232062,yes,Estefania Martinez,2000-04-17,2000-04-17,1,itf_matches_arg.csv,"$25,000 San Luis Potosi",2000-04-17
Estefanía Rolon,180460,800224377,yes,Estefania Rolon,2000-08-21,2000-09-11,3,itf_matches_arg.csv,"$10,000 Buenos Aires",2000-08-21 | 2000-09-04 | 2000-09-11
Eva Rozsavolgyi,180142,800177051,yes,Eva Rozsavolgyi,1977-05-16,1977-05-16,1,gs_matches_arg.csv,Roland Garros,
Eveline Bostyn,20636,800203202,yes,Evelien Bostyn,1999-08-23,1999-08-23,1,itf_matches_arg.csv,"$10,000 Middelkerke",1999-08-23
Evelyne Terras,200179,800255208,yes,Evelyne Terras,1974-06-03,1974-06-03,1,gs_matches_arg.csv,Roland Garros,
Evy De Mesmaecker,40383,800213112,yes,Evy de Mesmaecker,2000-07-10,2000-07-10,1,itf_matches_arg.csv,"$10,000 Brussels",2000-07-10
Feranda Luiz,120409,800221374,yes,Fernanda Luiz,2000-09-11,2000-09-11,2,itf_matches_arg.csv,"$10,000 Buenos Aires",2000-09-11
Florence Guedy,70254,800175295,yes,Florence Guedy,1975-06-02,1975-06-02,1,gs_matches_arg.csv,Roland Garros,
Francesca Galli,336482,800205979,yes,Francesca Galli,1997-04-14,1997-04-14,1,itf_matches_arg.csv,"$10,000 Anguilli",1997-04-14
Francesca Lancini,120415,800217931,yes,Francesca Lancini,2000-05-22,2000-05-22,1,itf_matches_arg.csv,"$10,000 Biella",2000-05-22
Francoise Durr,40134,800174097,yes,Francoise Durr,1968-05-27,1978-12-03,3,bjkc_matches_arg.csv | gs_matches_arg.csv | wta_matches_arg.csv,Rio de La Plata Championships - Buenos Aires | Roland Garros | World Group,
Frederique Thibault,200080,800175649,yes,Frederique Thibault,1975-05-26,1978-11-20,2,gs_matches_arg.csv | wta_matches_arg.csv,Christchurch | Roland Garros,
Gabriela Coello,30431,800203271,yes,Gabriela Coello,2000-07-31,2000-07-31,1,itf_matches_arg.csv,"$10,000 Guayaquil",2000-07-31
Gabriela Lancman,120314,800200278,yes,Gabriela Lancman,1996-03-11,1997-09-29,16,itf_matches_arg.csv,"$10,000 Buenos Aires | $10,000 Santiago | $25,000 Buenos Aires | $5,000 Tuxtla Gutierrez",1996-03-11 | 1996-03-18 | 1996-03-25 | 1996-05-20 | 1996-05-27
Gabriela Zingman,260155,800215158,yes,Gabriela Zingman,1999-03-29,2000-08-21,8,itf_matches_arg.csv,"$10,000 Buenos Aires | $10,000 Santiago",1999-03-29 | 1999-09-06 | 2000-08-21
Gabriella Marcatto,130545,800204531,yes,Gabriela Marcato,1996-12-02,1997-11-17,2,itf_matches_arg.csv,"$10,000 Sao Paulo",1996-12-02 | 1997-11-17
Georgina Palombo,160285,800201398,yes,Georgina Palombo,1996-05-20,1997-04-07,10,itf_matches_arg.csv,"$10,000 Buenos Aires | $10,000 Vina Del Mar | $25,000 Buenos Aires",1996-05-20 | 1996-05-27 | 1996-07-22 | 1996-09-09 | 1997-04-07
Gimena Martel,130013,800199336,yes,Gimena Martel,1995-12-11,1995-12-11,1,itf_matches_arg.csv,"$50,000 Tucuman",1995-12-11
Giorgia Poggi,160436,800206322,yes,Giorgia Poggi,1999-04-26,1999-04-26,1,itf_matches_arg.csv,"$10,000 Verona",1999-04-26
Giulia Blasutto,20614,800216774,yes,Giulia Blasutto,1999-06-07,1999-06-07,1,itf_matches_arg.csv,"$25,000 Grado",1999-06-07
Gloria Aguirre,10262,800201454,yes,Gloria Aguirre,1996-05-27,1997-09-29,4,itf_matches_arg.csv,"$10,000 Buenos Aires | $25,000 Buenos Aires",1996-05-27 | 1996-07-22 | 1997-09-29
Glynis Coles-Bond,30040,800175327,yes,Glynis Coles,1974-06-03,1978-08-07,2,gs_matches_arg.csv | wta_matches_arg.csv,Roland Garros | US Clay Court Championships - Indianapolis,
Grace Sorbello,190814,800214465,yes,Grace Sorbello,1999-04-26,1999-04-26,1,itf_matches_arg.csv,"$10,000 Poza Rica",1999-04-26
Graciela Moran,324080,800386846,yes,Graciela Moran | Graciela Morán,1966-05-12,1969-06-23,4,bjkc_matches_arg.csv | gs_matches_arg.csv | national_team_order.csv,WG | Wimbledon | World Group,
Greer Stevens,190300,800175907,yes,Greer Stevens,1979-06-18,1979-08-13,2,wta_matches_arg.csv,Central Fidelity Banks International - Richmond | Colgate International - Eastbourne,
Helen Gourlay-Cawley,70157,800174281,yes,Helen Cawley,1974-08-28,1975-08-27,2,gs_matches_arg.csv,US Open,
Helen Park,160109,800176271,yes,Helen Park,1983-09-12,1984-07-09,2,wta_matches_arg.csv,Queen's Grand Prix - Tokyo | Santista Textile Open - Rio de Janeiro,1983-09-12 | 1984-07-09
Helga Niessen (masthoff),130243,800174124,yes,Helga Masthoff,1966-05-12,1978-05-29,7,bjkc_matches_arg.csv | gs_matches_arg.csv | national_team_order.csv,Roland Garros | WG | Wimbledon | World Group,
Idalina Franca,60263,800204532,yes,Idalina Franca,1999-11-15,1999-11-15,1,itf_matches_arg.csv,"$10,000 Campos",1999-11-15
Ingrid Lofdahl (bentzer),190299,800174331,yes,Ingrid Bentzer,1973-05-01,1977-06-18,3,bjkc_matches_arg.csv | gs_matches_arg.csv,US Open | World Group,
Irene Gutierrez,70476,800209205,yes,Irene Gutierrez,1997-10-06,1999-09-27,2,itf_matches_arg.csv,"$10,000 Montevideo",1997-10-06 | 1999-09-27
Iris Riedel-Kuhn,180130,800175419,yes,Iris Riedel-Kuhn,1981-04-27,1981-04-27,1,wta_matches_arg.csv,United Airlines Tournament of Champions - Orlando,
Jacquelyn Litvack,120403,800219409,yes,Jacquelyn Litvack,1999-11-08,2000-10-02,3,itf_matches_arg.csv,"$10,000 Campos | $10,000 Hallandale Beach | $10,000 Sao Jose Dos Campos",1999-11-08 | 1999-11-15 | 2000-10-02
Jan Wilton,230185,800176046,yes,Jan Wilton,1977-05-16,1977-05-16,1,gs_matches_arg.csv,Roland Garros,
Jane Preyer,160123,800176466,yes,Jane Preyer,1980-04-07,1980-04-07,1,wta_matches_arg.csv,Family Circle Cup - Hilton Head Island,
Jane Wright,230072,800175197,yes,Janet Wright,1977-06-20,1978-08-07,2,gs_matches_arg.csv | wta_matches_arg.csv,US Clay Court Championships - Indianapolis | Wimbledon,
Janet Young,320892,800174920,yes,Janet Young,1969-05-19,1969-05-19,1,gs_matches_arg.csv,Roland Garros,
Jeanne Duvall,40127,800176653,yes,Jeanne Duvall,1978-08-14,1980-08-11,4,wta_matches_arg.csv,Player's Canadian Open - Toronto | Rio de La Plata Championships - Buenos Aires | Rothmans Canadian Open - Toronto | U.S. Clay Court Championships - Indianapolis,
Jeanne Evert,50058,800175520,yes,Jeanne Evert,1978-08-14,1978-08-28,2,gs_matches_arg.csv | wta_matches_arg.csv,Rothmans Canadian Open - Toronto | US Open,
Jenny Dimond,40208,800175785,yes,Jenny Dimond,1975-05-26,1975-05-26,1,gs_matches_arg.csv,Roland Garros,
Jimena Fernandez,60307,800214045,yes,Jimena Fernandez,1998-10-05,2000-09-25,4,itf_matches_arg.csv,"$10,000 Montevideo",1998-10-05 | 2000-09-25
Jiske Frankenhuis,60329,800222637,yes,Jitske Frankenhuis,2000-06-12,2000-06-12,1,itf_matches_arg.csv,"$10,000 Hoorn",2000-06-12
Johanna Zingman,260156,800215159,yes,Johanna Zingman,1999-03-29,2000-08-21,9,itf_matches_arg.csv,"$10,000 Buenos Aires | $10,000 San Juan | $10,000 Santiago",1999-03-29 | 1999-08-30 | 1999-09-06 | 2000-08-21
Josefina Vega,220202,800204025,yes,Josefina Vega,1996-09-16,1996-09-16,1,itf_matches_arg.csv,"$10,000 Asuncion",1996-09-16
Joyce Portman,160129,800176826,yes,Joyce Portman,1980-08-04,1981-05-04,4,gs_matches_arg.csv | wta_matches_arg.csv,Family Circle Cup - Hilton Head Island | Italian Open - Perugia | U.S. Clay Court Championships - Indianapolis | US Open,
Joyce Williams,323283,800173883,yes,Joyce Williams,1973-06-25,1973-06-25,1,gs_matches_arg.csv,Wimbledon,
Julia Freitas,60289,800208610,yes,Julia Freitas,1997-08-25,2000-09-11,12,itf_matches_arg.csv,"$10,000 Asuncion | $10,000 Buenos Aires | $10,000 Guayaquil | $10,000 La Paz | $10,000 Lima",1997-08-25 | 1997-09-01 | 1997-09-08 | 1997-09-15 | 1997-09-29
Julie Heldman,80163,800174325,yes,Julie Heldman,1969-05-26,1969-05-26,1,gs_matches_arg.csv,Roland Garros,
Julieta Calabrese,310461,800232874,yes,Julieta Calabrese,1996-02-05,1996-02-05,1,itf_matches_arg.csv,"$50,000 Mar Del Plata",1996-02-05
Karen Hantze Susman,80252,800173797,yes,Karen Susman,1980-08-26,1980-08-26,1,gs_matches_arg.csv,US Open,
Kari Olsen,150161,800208053,yes,Kari Olsen,1999-05-17,1999-05-17,1,itf_matches_arg.csv,"$10,000 El Paso",1999-05-17
Karina Rinaldi,180399,800205884,yes,Karina Rinaldi,1996-05-20,1998-10-05,11,itf_matches_arg.csv,"$10,000 Buenos Aires | $10,000 Montevideo | $10,000 Santiago | $10,000 Vina Del Mar",1996-05-20 | 1997-04-07 | 1997-09-15 | 1997-09-29 | 1997-10-06
Karla Jana,100117,800203615,yes,Karla Jana,1999-10-04,1999-10-04,1,itf_matches_arg.csv,"$10,000 Santiago",1999-10-04
Katarina Triska,200249,800204215,yes,Katarina Triska,1996-10-07,1996-10-07,1,itf_matches_arg.csv,"$50,000 Sedona",1996-10-07
Katarzyna Kolodynska,110434,800200574,yes,Katarzyna Kolodynska,1998-08-16,1998-08-16,1,itf_matches_arg.csv,"$10,000 Brussels",1998-08-10
Kate Brasher,20104,800176727,yes,Kate Brasher,1983-05-16,1983-05-16,1,gs_matches_arg.csv,Roland Garros,1983-05-16
Katerina Koubova,336833,800181993,yes,Katerina Kroupova,1994-04-25,1997-09-02,4,gs_matches_arg.csv | itf_matches_arg.csv | wta_matches_arg.csv,"$10,000 Bytom | $25,000 Spoleto | Australian Open | Citizen Cup - Hamburg",1994-04-25 | 1995-01-09 | 1997-06-02 | 1997-09-01
Kathleen Harter,80170,800174475,yes,Kathleen Harter,1978-10-30,1978-10-30,1,wta_matches_arg.csv,Rio de La Plata Championships - Buenos Aires,
Kathy May-Teacher-Paben,319404,800175361,yes,Kathy May-Teacher-Paben,1996-07-22,1996-07-22,1,itf_matches_arg.csv,"$25,000 Buenos Aires",1996-07-22
Katja Ebbinghaus,50044,800174994,yes,Katja Ebbinghaus,1974-06-03,1978-05-15,3,bjkc_matches_arg.csv | gs_matches_arg.csv | wta_matches_arg.csv,German Open - Hamburg | Roland Garros | World Group,
Keiko Nagai,140210,800195935,yes,Keiko Nagai,1999-03-06,1999-03-20,2,itf_matches_arg.csv,"$5,000 Nuevo Laredo",1999-03-01 | 1999-03-15
Kelly Henry,80129,800177181,yes,Kelly Henry,1979-08-28,1982-08-02,2,gs_matches_arg.csv | wta_matches_arg.csv,U.S. Clay Court Championships - Indianapolis | US Open,
Kerry Ann Melville (reid),180108,800174055,yes,Kerry Reid,1971-05-24,1979-05-21,2,gs_matches_arg.csv | wta_matches_arg.csv,German Open - West Berlin | Roland Garros,
Kimiyo Hatanaka,324103,800174921,yes,Kimiyo Hatanaka,1969-05-19,1970-12-28,2,bjkc_matches_arg.csv | gs_matches_arg.csv,Roland Garros | World Group,
Kym Ruddell,180241,800175786,yes,Kym Ruddell,1977-05-16,1977-05-16,1,gs_matches_arg.csv,Roland Garros,
Laura Cebrian,30521,800200224,yes,Laura Cebrian,1999-05-17,1999-05-17,1,itf_matches_arg.csv,"$10,000 Zaragoza",1999-05-17
Laura Dupont,40117,800174877,yes,Laura Du Pont,1978-10-30,1981-06-08,3,gs_matches_arg.csv | wta_matches_arg.csv,Rio de La Plata Championships - Buenos Aires | Roland Garros | Surrey Championships - Surbiton,
Lele Forood,60095,800176295,yes,Lele Forood,1980-08-04,1980-08-04,1,wta_matches_arg.csv,U.S. Clay Court Championships - Indianapolis,
Lena Karolina Hornecka,336247,800208938,yes,Carolina Pena,1997-09-15,1997-09-15,1,itf_matches_arg.csv,"$10,000 Santiago",1997-09-15
Lesley Charles,30145,800175326,yes,Lesley Charles,1974-06-24,1977-05-23,2,gs_matches_arg.csv,Roland Garros | Wimbledon,
Lesley Hunt,80160,800174278,yes,Lesley Hunt,1971-09-01,1977-05-23,2,gs_matches_arg.csv,Roland Garros | US Open,
Lesley Turner (bowrey),200098,800173654,yes,Lesley Bowrey,1978-05-22,1978-05-22,1,gs_matches_arg.csv,Roland Garros,
Liliana Giussani,70137,800177398,yes,Liliana Giussani,1980-05-05,1983-05-23,24,gs_matches_arg.csv | wta_matches_arg.csv,Austrian Open - Kitzbuhel | Casino Cup - Hamburg | Head Cup - Kitzbuhel | Italian Open - Perugia | Kim Cup - Roquebrune-Cap-Martin,1983-05-09 | 1983-05-23
Linda Gates,70068,800178650,yes,Linda Gates,1985-10-14,1985-10-14,1,wta_matches_arg.csv,Suntory Japan Open - Tokyo,1985-10-14
Lindsay Blachford,20225,800175506,yes,Lindsay Blachford,1974-06-03,1974-06-03,1,gs_matches_arg.csv,Roland Garros,
Lindsay Morse,130217,800177349,yes,Lindsay Morse,1980-08-11,1981-06-08,3,wta_matches_arg.csv,Player's Canadian Open - Toronto | Surrey Championships - Surbiton | Women?s Games - Salt Lake City,
Lisa Doherty,40116,800177013,yes,Lisa Doherty,1982-08-02,1982-08-02,1,wta_matches_arg.csv,U.S. Clay Court Championships - Indianapolis,
Lizette Roncagliolo,180335,800203369,yes,Lizette Roncagliolo,1996-08-19,1996-08-19,1,itf_matches_arg.csv,"$10,000 Lima",1996-08-19
Lorena Brain,20397,800185041,yes,Lorena Brain,1997-04-07,1999-10-04,4,itf_matches_arg.csv,"$10,000 Santiago | $10,000 Vina Del Mar",1997-04-07 | 1999-03-29 | 1999-10-04
Lucia Garcia,70510,800225316,yes,Lucia Garcia,2000-09-25,2000-09-25,1,itf_matches_arg.csv,"$10,000 Montevideo",2000-09-25
Lucila Di Carlo,310839,800220269,yes,Lucila Di Carlo,2000-09-04,2000-09-11,2,itf_matches_arg.csv,"$10,000 Buenos Aires",2000-09-04 | 2000-09-11
Ludivine Nicolas,140205,800200780,yes,Ludivine Nicolas,1997-08-12,1997-08-12,1,itf_matches_arg.csv,"$10,000 Saint Gaudens",1997-08-11
Luisa Obando,150174,800214681,yes,Luisa Obando,1998-11-30,1998-11-30,1,itf_matches_arg.csv,"$25,000 Bogota",1998-11-30
Ma. Teresa Ruiz,180134,800752428,yes,Maria Teresa Ruiz,1997-10-06,1998-10-05,3,itf_matches_arg.csv,"$10,000 Montevideo",1997-10-06 | 1998-10-05
Mabel Vrancovich,323340,800174840,yes,Mabel Vrancovich,1968-05-27,1968-05-27,1,gs_matches_arg.csv,Roland Garros,
Madelaine Madelaire,310449,800225080,yes,Madelaine Madelaire,2000-09-18,2000-09-18,1,itf_matches_arg.csv,"$10,000 ASUNCION",2000-09-18
Magalí Risoleo,180457,800224369,yes,Magali Risoleo,2000-08-21,2000-08-21,1,itf_matches_arg.csv,"$10,000 Buenos Aires",2000-08-21
Maiken Witt Pape,160297,800185639,yes,Maiken Pape,1998-03-25,1998-03-25,1,itf_matches_arg.csv,"$10,000 Makarska Satellite",1998-03-23
Malvina De La Canal,40432,800225457,yes,Malvina De La Canal,2000-10-02,2000-10-02,4,itf_matches_arg.csv,"$10,000 Hallandale Beach",2000-10-02
Marcela Cestac,30467,800208991,yes,Marcela-Sosa Cestac,1997-09-22,1997-09-22,1,itf_matches_arg.csv,"$25,000 Tucuman",1997-09-22
Marcela Gonzalez,70310,800204167,yes,Marcela Gonzalez,1996-09-30,1996-09-30,1,itf_matches_arg.csv,"$10,000 Bogota",1996-09-30
Marcela Voyame De Auroux,220064,800221559,yes,Marcela Voyame,1978-10-30,1978-10-30,2,wta_matches_arg.csv,Rio de La Plata Championships - Buenos Aires,
Margaret Court,30160,800173653,yes,Margaret Court,1969-05-26,1969-05-26,1,gs_matches_arg.csv,Roland Garros,
Margaret Riley,180243,800176397,yes,Margaret Riley,1978-05-22,1978-05-22,1,gs_matches_arg.csv,Roland Garros,
Maria Angela Ferreira,60345,800225210,yes,Maria-Angela Ferreira,2000-09-18,2000-09-18,1,itf_matches_arg.csv,"$10,000 ASUNCION",2000-09-18
Maria Claudia Alves,10318,800201052,yes,Maria-Claudia Alves,1996-10-21,1996-10-21,1,itf_matches_arg.csv,"$10,000 Rio Grande Sul",1996-10-21
Maria Noel Ruiz,180339,800204038,yes,Maria-Noel Ruiz,1997-10-13,1997-10-13,2,itf_matches_arg.csv,"$10,000 Asuncion",1997-10-13
Maria Romanov,180053,800177045,yes,Maria Romanov,1980-05-19,1980-05-19,1,gs_matches_arg.csv,Roland Garros,
Mariana González,70450,800213906,yes,Mariana Gonzalez-Moreno,1998-09-28,1999-09-06,9,itf_matches_arg.csv,"$10,000 Buenos Aires | $10,000 Cordoba | $10,000 San Juan",1998-09-28 | 1999-08-30 | 1999-09-06
Mariana Petrasova,160432,800205132,yes,Mariana Petrasova,1998-08-04,1998-08-04,1,itf_matches_arg.csv,"$10,000 Rebecq",1998-08-03
Mariana Sassone,190592,800202771,yes,Mariana Sassone,1996-07-22,1996-07-22,2,itf_matches_arg.csv,"$25,000 Buenos Aires",1996-07-22
Mariana Simionescu,190279,800175595,yes,Mariana Simionescu,1974-05-19,1974-06-03,2,bjkc_matches_arg.csv | gs_matches_arg.csv,Roland Garros | World Group,
Marie-Claire Mathot,130741,800217933,yes,Marie-Claire Mathot,1999-08-09,2000-07-17,2,itf_matches_arg.csv,"$10,000 Brussels | $10,000 Rebecq",1999-08-09 | 2000-07-17
Mariela Marinaro,130636,800205897,yes,Mariela Marinaro,1997-04-07,2000-03-27,10,itf_matches_arg.csv,"$10,000 Buenos Aires | $10,000 Santiago | $10,000 Vina Del Mar",1997-04-07 | 1997-09-15 | 1998-04-06 | 1999-03-29 | 1999-09-06
Mariette Pakker,160130,800177128,yes,Mariette Pakker,1980-07-21,1980-07-21,1,wta_matches_arg.csv,Austrian Open - Kitzbuhel,
Marina Andreoni,10312,800201465,yes,Marina Andreoni,1996-05-20,1999-09-27,12,itf_matches_arg.csv,"$10,000 Buenos Aires | $10,000 Montevideo | $10,000 San Juan | $25,000 Buenos Aires",1996-05-20 | 1996-05-27 | 1996-07-22 | 1996-09-09 | 1997-09-29
Marina Galkina,315471,800754530,yes,Maria Martha Gallinal,1997-10-06,1997-10-06,1,itf_matches_arg.csv,"$10,000 Montevideo",1997-10-06
Marina Gropp,70372,800200972,yes,Marilia Gropp,1996-04-29,1996-04-29,1,itf_matches_arg.csv,"$25,000 Florianopolis",1996-04-29
Marina Kroschina,110166,800175183,yes,Marina Kroschina,1975-06-02,1975-06-02,1,gs_matches_arg.csv,Roland Garros,
Marita Redondo,180132,800175376,yes,Marita Redondo,1976-05-31,1978-08-28,2,gs_matches_arg.csv,Roland Garros | US Open,
Marjorie Ceppo,310352,800209553,yes,Marjorie Ceppo,1998-11-02,1998-11-02,1,itf_matches_arg.csv,"$25,000 Mogi Das Cruzes",1998-11-02
Mary Sawyer,190448,800176357,yes,Mary Sawyer,1978-05-22,1978-05-22,1,gs_matches_arg.csv,Roland Garros,
Mary-Ann Curtis (eisel-Beattie),50057,800174220,yes,Mary-Ann Beattie,1971-06-21,1971-06-21,1,gs_matches_arg.csv,Wimbledon,
Maryna Godwin (proctor),323325,800174465,yes,Maryna Proctor,1969-06-23,1969-06-23,1,gs_matches_arg.csv,Wimbledon,
María José Capuano,30466,800208994,yes,Maria-Jose Capuano,1997-09-22,1997-09-22,1,itf_matches_arg.csv,"$25,000 Tucuman",1997-09-22
María Laura Bertolo,20504,800632276,yes,Maria Laura Bertolo,1996-09-02,1998-04-06,15,itf_matches_arg.csv,"$10,000 Buenos Aires | $10,000 Santiago | $10,000 Sao Paulo | $10,000 Vina Del Mar",1996-09-02 | 1996-09-09 | 1996-11-11 | 1996-11-18 | 1996-11-25
