matchId;date;tournamentId;tournamentName;tournamentCategory;surface;tournamentCountry;roundId;result;resultStatusDesc;winnerId;winnerEntry;winnerSeed;winnerName;winnerCountry;loserId;loserEntry;loserSeed;loserName;loserCountry
1100080558;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-1 7-6(2);;800182478;DA;18;Jill Craybas;USA;800205107;WC;;Jenny Belobrajdic;AUS
1100080559;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-1 6-3;;800185359;DA;10;Sandra Kleinova;CZE;800198626;DA;;Anna Bielen-Zarska;POL
1100080560;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-1 6-3;;800731785;DA;;Zsofia N Gubacsi;HUN;800192230;DA;;Evelyn Fauth;AUT
1100080561;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-0 6-3;;800180659;DA;;Marion Maruska;AUT;800181215;DA;;Eva Martincova;CZE
1100080562;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-2 6-3;;800192763;DA;20;Greta Arn;GER;800184684;DA;;Trudi Musgrave;AUS
1100080563;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-5 6-4;;800210179;DA;;Maria-Emilia Salerni;ARG;800181657;DA;11;Sandra Cacic;USA
1100080564;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-6(9) 6-3;;800191127;DA;;Laurence Andretto;FRA;800196174;DA;;Antonella Serra Zanetti;ITA
1100080565;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 6-3;;800197611;DA;;Angelika Roesch;GER;800186106;DA;;Alice Canepa;ITA
1100080566;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-7(4) 6-4 6-1;;800185494;DA;;Saori Obata;JPN;800190801;DA;23;Alena Nesticka;CZE
1100080567;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-5 5-7 7-5;;800183072;DA;;Dally Randriantefy;MAD;800183023;DA;12;Laurence Courtois;BEL
1100080568;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;3-6 6-3 6-3;;800187082;DA;;Miriam Schnitzer;GER;800183265;DA;;Lorna Woodroffe;GBR
1100080569;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-2 6-3;;800185964;DA;;Eun-Ha Kim;KOR;800180937;DA;;Tina Krizan;SLO
1100080570;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;1-6 6-4 6-1;;800183205;DA;22;Janette Husarova;SVK;800205784;DA;;Tatiana Perebiynis;UKR
1100081463;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-3 7-5;;800183025;DA;;Nirupama Sanjeev;IND;800208115;DA;1;Allison Bradshaw;USA
1100081464;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-3 6-3;;800180450;DA;19;Alexandra Fusai;FRA;800191058;DA;;Petra Mandula;HUN
1100081465;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-3 4-6 6-2;;800183052;DA;2;Andrea Glass;GER;800189323;DA;;Desislava Topalova;BUL
1100081466;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;7-5 6-3;;800198272;DA;17;Milagros Sequera;VEN;800187221;DA;;Michaela Pastikova;CZE
1100081467;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;7-5 6-3;;800211451;DA;3;Lina Krasnoroutskaya;RUS;800195684;DA;;Zuzana Ondraskova;CZE
1100081468;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;3-6 6-3 7-5;;800205706;DA;;Maria-Elena Camerin;ITA;800195826;DA;21;Angelika Bachmann;GER
1100081469;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-2 7-5;;800181714;DA;;Maja Palaversic-Cooper-Smith;CRO;800182471;DA;4;Catalina Cristea;ROU
1100081470;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;5-7 6-3 6-1;;800199890;DA;;Kelly Liggan;IRL;800191212;DA;;Sophie Georges;FRA
1100081471;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-2 4-6 6-0;;800191614;DA;;Bahia Mouhtassine;MAR;800192103;DA;;Gisela Riera-Roura;ESP
1100081472;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;7-5 6-2;;800205224;DA;24;Maria Jose Martinez Sanchez;ESP;800187620;DA;;Seda Noorlander;NED
1100081473;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;7-5 6-4;;800188443;DA;6;Ludmila Cervanova;SVK;800187085;DA;;Karolina Jagieniak;FRA
1100081474;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-2 7-6(3);;800185358;DA;15;Anca Barna;GER;800187801;DA;;Eva Krejcova;CZE
1100081475;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-3 6-2;;800198785;DA;7;Katarina Srebotnik;SLO;800180211;DA;;Mirielle Dittmann;AUS
1100081476;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-3 6-1;;800794764;DA;16;Nuria Llagostera;ESP;800186233;DA;;Irina Selyutina;KAZ
1100081477;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-3 6-3;;800205288;DA;8;Bianka Lamade;GER;800181713;DA;;Eva Bes-Ostariz;ESP
1100081478;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-0 3-6 6-3;;800205786;DA;13;Elena Bovina;RUS;800180094;WC;;Kerry-Anne Guse;AUS
1100081479;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-4 6-4;;800181281;DA;9;Yuka Kaneko;JPN;800190955;DA;;Rosa-Maria Andres-Rodriguez;ESP
1100081480;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-3 6-3;;800182478;DA;18;Jill Craybas;USA;800196910;DA;;Marie-Eve Pelletier;CAN
1100081481;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;7-5 1-6 10-8;;800731785;DA;;Zsofia N Gubacsi;HUN;800185359;DA;10;Sandra Kleinova;CZE
1100081482;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-2 3-6 8-6;;800192763;DA;20;Greta Arn;GER;800180659;DA;;Marion Maruska;AUT
1100081483;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;2-6 6-3 6-4;;800191127;DA;;Laurence Andretto;FRA;800210179;DA;;Maria-Emilia Salerni;ARG
1100081484;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-1 7-6(5);;800185494;DA;;Saori Obata;JPN;800197611;DA;;Angelika Roesch;GER
1100081485;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-0 2-5 ret.;Retired;800183072;DA;;Dally Randriantefy;MAD;800187082;DA;;Miriam Schnitzer;GER
1100081486;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;2;6-0 7-5;;800183205;DA;22;Janette Husarova;SVK;800185964;DA;;Eun-Ha Kim;KOR
1100082115;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;7-5 2-6 6-2;;800180450;DA;19;Alexandra Fusai;FRA;800183025;DA;;Nirupama Sanjeev;IND
1100082116;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;6-3 6-3;;800183052;DA;2;Andrea Glass;GER;800198272;DA;17;Milagros Sequera;VEN
1100082117;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;7-5 6-3;;800211451;DA;3;Lina Krasnoroutskaya;RUS;800205706;DA;;Maria-Elena Camerin;ITA
1100082118;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;7-6(5) 6-4;;800181714;DA;;Maja Palaversic-Cooper-Smith;CRO;800199890;DA;;Kelly Liggan;IRL
1100082119;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;4-6 6-4 11-9;;800205224;DA;24;Maria Jose Martinez Sanchez;ESP;800191614;DA;;Bahia Mouhtassine;MAR
1100082120;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;3-6 6-1 6-3;;800185358;DA;15;Anca Barna;GER;800188443;DA;6;Ludmila Cervanova;SVK
1100082121;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;6-1 7-6(6);;800794764;DA;16;Nuria Llagostera;ESP;800198785;DA;7;Katarina Srebotnik;SLO
1100082122;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;6-7(1) 7-6(5) 6-0;;800205786;DA;13;Elena Bovina;RUS;800205288;DA;8;Bianka Lamade;GER
1100082123;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;7-5 6-3;;800182478;DA;18;Jill Craybas;USA;800181281;DA;9;Yuka Kaneko;JPN
1100082124;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;6-0 6-1;;800192763;DA;20;Greta Arn;GER;800731785;DA;;Zsofia N Gubacsi;HUN
1100082125;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;6-3 2-6 6-3;;800191127;DA;;Laurence Andretto;FRA;800185494;DA;;Saori Obata;JPN
1100082126;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;3;7-6(5) 7-6(7);;800183205;DA;22;Janette Husarova;SVK;800183072;DA;;Dally Randriantefy;MAD
1100081560;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-1 6-1;;800184945;DA;1;Martina Hingis;SUI;800187181;DA;;Katalin Marosi;HUN
1100081561;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 6-1;;800182118;DA;;Els Callens;BEL;800179733;DA;;Rachel McQuillan;AUS
1100081562;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-4 2-6 6-4;;800182276;DA;;Anne Kremer;LUX;800196124;DA;;Iroda Tulyaganova;UZB
1100081563;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-6(6) 6-3;;800206851;WC;;Virginie Razzano;FRA;800186386;DA;;Tatiana Panova;RUS
1100081564;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-2 6-2;;800194313;DA;;Holly Parkinson;USA;800187824;DA;;Angeles Montolio;ESP
1100081565;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;4-6 6-1 6-3;;800195597;WC;;Evie Dominikovic;AUS;800186114;DA;;Patty Schnyder;SUI
1100081566;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-2 7-6(2);;800180993;DA;;Rita Grande;ITA;800191002;DA;;Gala Leon Garcia;ESP
1100081567;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-5 6-4;;800179264;DA;16;Amy Frazier;USA;800191127;Q;;Laurence Andretto;FRA
1100081568;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-4 6-3;;800196260;DA;9;Elena Dementieva;RUS;800189234;DA;;Lilia Osterloh;USA
1100081569;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-6(3) 6-4;;800183052;Q;;Andrea Glass;GER;800676061;DA;;Jelena Kostanic;CRO
1100081570;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-5 6-0;;800206519;DA;;Anabel Medina Garrigues;ESP;800205422;DA;;Jennifer Hopkins;USA
1100081571;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-5 4-6 7-5;;800206340;DA;;Daja Bedanova;CZE;800190738;WC;;Bryanne Stewart;AUS
1100081572;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-6(2) 7-5;;800183318;DA;;Tamarine Tanasugarn;THA;800180397;DA;;Magdalena Maleeva;BUL
1100081573;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-6(6) 3-6 6-3;;800184932;DA;;Patricia Wartusch;AUT;800182469;DA;;Asa Svensson;SWE
1100081574;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-5 6-3;;800191868;DA;;Nadia Petrova;RUS;800205786;Q;;Elena Bovina;RUS
1100081575;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-1 6-4;;800205424;DA;6;Serena Williams;USA;800183686;WC;;Janet Lee;TPE
1100081628;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 2-6 6-0;;800194969;DA;3;Venus Williams;USA;800205224;Q;;Maria Jose Martinez Sanchez;ESP
1100081629;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-0 6-4;;800200005;DA;;Meghann Shaughnessy;USA;800199802;DA;;Amanda Hopmans;NED
1100081630;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-6(5) 6-1;;800179538;DA;;Sabine Appelmans;BEL;800199817;DA;;Pavlina Nola;BUL
1100081631;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 6-2;;800184938;DA;;Denisa Chladkova;CZE;800193514;DA;;Jana Kandarr;GER
1100081632;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-7(3) 6-4 6-3;;800180934;DA;;Karina Habsudova;SVK;800182006;DA;;Anna Smashnova;ISR
1100081633;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-2 7-6(7);;800182000;DA;;Iva Majoli;CRO;800183693;DA;;Kristina Brandi;USA
1100081700;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-4 6-2;;800180216;DA;;Nicole Pratt;AUS;800181714;Q;;Maja Palaversic-Cooper-Smith;CRO
1100081701;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 6-3;;800187089;DA;13;Amelie Mauresmo;FRA;800181153;DA;;Ai Sugiyama;JPN
1100081702;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-2 6-4;;800179544;DA;10;Amanda Coetzer;RSA;800182350;DA;;Sonya Jeyaseelan;CAN
1100081703;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-0 6-0;;800183203;DA;;Silvija Talaja;CRO;800199745;DA;;Alicia Molik;AUS
1100081704;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-5 6-2;;800200455;DA;;Tina Pisnik;SLO;800186990;DA;;Olga Barabanschikova;BLR
1100081705;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 6-4;;800192151;DA;;Marlene Weingartner;GER;800626939;DA;;Lisa Raymond;USA
1100081706;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-2 6-1;;800183201;DA;;Paola Suarez;ARG;800191222;DA;;Nathalie Dechy;FRA
1100081707;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-4 6-2;;800182010;DA;;Rosana de Los Rios;PAR;800184241;DA;;Magdalena Grzybowska;POL
1100081708;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-4 5-7 6-4;;800184570;DA;;Mariana Diaz-Oliva;ARG;800196512;DA;;Adriana Gersi;CZE
1100081709;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-1 6-3;;800180307;DA;7;Mary Pierce;FRA;800187786;DA;;Sylvia Plischke;AUT
1100081710;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-1 6-1;;800179923;DA;5;Conchita Martinez;ESP;800205083;WC;;Christina Wheeler;AUS
1100081711;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 4-6 8-6;;800192231;DA;;Emmanuelle Gagliardi;SUI;800184464;WC;;Annabel Ellwood;AUS
1100081712;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;0-6 6-2 6-2;;800195432;DA;;Sandra Nacuk;YUG;800186113;DA;;Tathiana Garbin;ITA
1100081713;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;2-6 6-4 6-4;;800206416;DA;;Marta Marrero;ESP;800184683;DA;;Corina Morariu;USA
1100081714;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-5 6-1;;800194316;DA;;Alexandra Stevenson;USA;800182574;DA;;Lubomira Bacheva;BUL
1100081715;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-2 7-6(5);;800181073;DA;;Virginia Ruano Pascual;ESP;800182478;Q;;Jill Craybas;USA
1100081716;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 6-4;;800181126;DA;;Miriam Oremans;NED;800195596;WC;;Amanda Grahame;AUS
1100081717;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;4-6 6-2 7-5;;800180506;DA;12;Jennifer Capriati;USA;800184104;DA;;Henrieta Nagyova;SVK
1100081718;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-1 6-0;;800180570;DA;14;Sandrine Testud;FRA;800190261;DA;;Maria Sanchez Lorenzo;ESP
1100081719;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-2 6-3;;800182298;DA;;Jing-Qian Yi;CHN;800186094;DA;;Yvette Basting;NED
1100081720;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-4 7-5;;800200951;DA;;Justine Henin;BEL;800189235;DA;;Tatiana Poutchek;BLR
1100081721;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 6-3;;800183181;DA;;Sarah Pitkowski-Malcor;FRA;800181999;DA;;Kristie Boogert;NED
1100081722;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-1 6-3;;800192941;DA;;Magui Serna;ESP;800198411;DA;;Marissa Gould;USA
1100081723;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 2-6 6-3;;800191223;DA;;Emilie Loit;FRA;800186102;DA;;Giulia Casoni;ITA
1100081724;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;3-6 7-6(5) 6-4;;800193345;DA;;Miroslava Vavrinec;SUI;800187083;DA;;Anne-Gaelle Sidot;FRA
1100081725;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;1-0 ret.;Retired;800179823;DA;4;Monica Seles;USA;800195431;DA;;Brie Rippner;USA
1100081726;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-2 7-5;;800192149;DA;8;Anna Kournikova;RUS;800206451;DA;;Daniela Hantuchova;SVK
1100081727;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-6(8) 1-6 6-4;;800191302;DA;;Rita Kuti Kis;HUN;800196122;DA;;Francesca Schiavone;ITA
1100081728;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;4-6 7-6(2) 6-4;;800183192;DA;;Barbara Schett;AUT;800183122;DA;;Elena Likhovtseva;RUS
1100081729;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-6(2) 6-2;;800180773;DA;;Maria-Alejandra Vento-Kabchi;VEN;800199362;DA;;Louise Latimer;GBR
1100081730;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;2-6 6-3 6-3;;800180380;DA;;Barbara Rittner;GER;800179720;DA;;Erika De Lone;USA
1100081731;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-5 6-0;;800183694;DA;;Meilen Tu;USA;800200529;DA;;Nadejda Ostrovskaya;BLR
1100081732;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-5 6-1;;800182274;DA;;Ruxandra Dragomir-Ilie;ROU;800183191;DA;;Cristina Torrens Valero;ESP
1100081733;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 6-0;;800183205;Q;;Janette Husarova;SVK;800180938;DA;11;Chanda Rubin;USA
1100081734;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-3 6-2;;800201740;DA;15;Kim Clijsters;BEL;800185358;Q;;Anca Barna;GER
1100081735;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;7-5 6-3;;800791583;DA;;Alina Jidkova;USA;800211451;Q;;Lina Krasnoroutskaya;RUS
1100081736;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-2 6-3;;800794764;Q;;Nuria Llagostera;ESP;800181064;DA;;Joannette Kruger;RSA
1100081737;15/1/2001;1100000808;Australian Open;Grand Slam;Hard;Australia;1;6-4 6-1;;800184015;DA;;Cara Black;ZIM;800185973;DA;;Shinobu Asagoe;JPN
