"character_count","display_name"
"28","Ariadna Garcia Patron Canals"
"28","Beatriz Maria Martins Cecato"
"28","Beatriz Mejuto-Perez Del Mol"
"28","Charlotte Robillard-Millette"
"28","Claudia Sofia Martinez Solis"
"28","Clementina Riobueno De Paola"
"28","Dianne Fromholtz (balestrat)"
"28","Fernanda Escudero Villanueva"
"28","Francesca Maguina Bunikowska"
"28","Gabrielle Zambotto Interlich"
"28","Gulchekhra Mukhammadsidikova"
"28","Lorrayne Gracie-Safir-Ud-Din"
"28","Manoela Corbellini Chiacchio"
"28","Maria Fernanda Alvarez Teran"
"28","Maria Fernanda Navarro Oliva"
"28","Nicole Aragones Miro Quesada"
"28","Parichart Charoensukployphol"
"28","Patricia Rodriguez Carretero"
"28","Paula Andrea Puentes Jimenez"
"28","Paula Catalina Robles Garcia"
"28","Rafaela Rodrigues Dos Santos"
"28","Regina Cervera De Los Santos"
"28","Renata Elena Guevara Montoya"
"28","Sophia Tiemi Sakada da Costa"
"28","Tania Isabel Andrade Sabando"
"28","Thamna Jazmin Diaz Alvarenga"
"28","Ticiani Vasconcelos Da Costa"
"28","Yenisleydis Calana-Rodriguez"
"27","Agustina Lourdes Di Lucente"
"27","Alexandra Del Rey Guardiola"
"27","Alexandra Ferreira Da Silva"
"27","Ana Paula Neffa De Los Rios"
"27","Andreea Gradinaru Fometescu"
"27","Apichaya Runglerdkriangkrai"
"27","Astrid Maria Gehre Boettner"
"27","Bernadette Randall-Marshall"
"27","Carol Lombardino Petrocinio"
"27","Chloe Michele Ouellet-Pizer"
"27","Claudia Cortes De Maldonado"
"27","Dulce Ana Rodríguez Taverna"
"27","Ekaterina Kuznetsova (1982)"
"27","Elizabeth Kapari Bagerbaseh"
"27","Eloisa Compostizo De Andres"
"27","Emily Matias Da Silva Chang"
"27","Enno Nyona Pamela ADJIWANOU"
"27","Federica Josefina Steinmetz"
"27","Gabriela De Araujo Sandrini"
"27","Giuliana Gonzalez-Tolentino"
"27","Isabella Angelina Abendroth"
"27","Jacquline Nylander Altelius"
"27","Jennifer Young (WTA 250023)"
"27","Johana Maria Vitanzo Maravi"
"27","Julia Konishi Camargo Silva"
"27","Karolayne Alexandre Da Rosa"
"27","Liz Tatiane Koehler Bogarin"
"27","Lucia Annette Davila Espejo"
"27","Luiza Viesi Santoro Pereira"
"27","Marcela Alves Pereira Valle"
"27","Maria Francesca Bentivoglio"
"27","Maria Jose Escobar Gonzalez"
"27","Maria Jose Martinez Sanchez"
"27","Maria Paula Aug Pittigliani"
"27","Maria Paula Martinez Gelvez"
"27","Maria Victoria Herrera Mena"
"27","Marina Belén Carreira Azcui"
"27","María Del Rosario Paso Díaz"
"27","María Sol Abraham Monserrat"
"27","Montserrat Blasco Fernandez"
"27","Mía Valentina Mora Da Silva"
"27","Patricia Rodrigues da Silva"
"27","Paula Natalia Orlini Campos"
"27","Quetzali Vazquez Montesinos"
"27","Romina Soledad Sanio Juárez"
"27","Rosa Maria Andres Rodriguez"
"27","Sachenka Valesk Rios Romero"
"27","Sheila Bertha Aquino Aragon"
"27","Sofia Magali Barreto Scholz"
"27","Stella Vujosevic-Richardson"
"27","Valentina Vasquez Pongruber"
"27","Victoria Jimenez Kasintseva"
"26","Alba Maria Coromina Boluda"
"26","Alisia Stephanie Manolescu"
"26","Amanda Ferracciu Helminsky"
"26","Ana Helena De Moraes Pinto"
"26","Angeles Moreno Barranquero"
"26","Angelina Maria Irene Pavel"
"26","Antoinette Chastang Cooper"
"26","Bojana Jovanovski Petrovic"
"26","Catalina Paz Arce Riquelme"
"26","Catherine Pilaguano Chicue"
"26","Conchita Martínez Granados"
"26","Cory Pierina Molina Chenet"
"26","Cristina Lopez-De Subijana"
"26","Cristina Sanchez-Quintanar"
"26","Dhruthi Tatachar Venugopal"
"26","Elisabeth Du Fresne-Girard"
"26","Estefania Aldana Estremera"
"26","Fabiola Cardenas Gutierrez"
"26","Fernanda Oliveira Da Silva"
"26","Francisca Araneda Orellana"
"26","Gabriela Carrillo Palacios"
"26","Gabriela Ferreira Sanabria"
"26","Gabriela Guapindaia Soares"
"26","Georgiana Francesca Prodan"
"26","Giorgia Simonetta Ceciliot"
"26","Helena Ramos Rocha E Silva"
"26","Isabelle Gabriela Turturea"
"26","Josella Valderrama Ahumada"
"26","Lamis Alhussein Abdel Aziz"
"26","Laura Apaolaza-Miradevilla"
"26","Liel Marlies Rothensteiner"
"26","Lola Mora Garcia Fernández"
"26","Luana Maria Silva Ferreira"
"26","Macarena Rodriguez Capilla"
"26","Maia Guillermina Haumuller"
"26","Marcela Fonseca Villarreal"
"26","Maria Cristina Bentivoglio"
"26","Maria Eugenia Roca Recarey"
"26","Maria Paulina Perez Garcia"
"26","Maria-Jesus Ibanez-Galindo"
"26","Maria-Paz Jimenez-Barquero"
"26","Maria-Rossana Vega-Saguier"
"26","Mariana Demichelli Vergara"
"26","Mariona Gallifa Puigdesens"
"26","María Florencia Albertalli"
"26","María Florencia Goldsztein"
"26","María Magdalena Garbagnoli"
"26","Michelle Los Arcos Balasch"
"26","Nahia Sanchez-Marin Garcia"
"26","Natalia Castaneda Guerrero"
"26","Natalia Gonzalez-Fernandez"
"26","Paloma Goldsmith Weinreich"
"26","Patricia Perez De Vinaspre"
"26","Rut Ester Prudencio Csapek"
"26","Shweta Kakhandki Gadigeppa"
"26","Sthefany Rodrigues De Lima"
"26","Teresa Ferrer-Lopez Cuervo"
"26","Trinidad Vagliengo Fissore"
"26","Valentina Mediorreal Arias"
"26","Valentini Grammatikopoulou"
"26","Valerie Verrier-Diaconescu"
"26","Valeska San Martin Ramirez"
"26","Vanessa Steffi Ortiz Perez"
"26","Vitoria De Brito Francisco"
"26","Vitoria Rodrigues Oliveira"
"25","Agostina Pizarro Periales"
"25","Aina Rafolumanansiatosika"
"25","Alexandra Cadantu-Ignatik"
"25","Almudena Romero-De Cuadra"
"25","Ana Julieta Lopez Ocampos"
"25","Ana Karen Guadiana Campos"
"25","Anastasiya Kasarzheuskaya"
"25","Andrea Sestini Hlavackova"
"25","Anna Karolina Schmiedlova"
"25","Arabela Fernandez Rabener"
"25","Barbara Guadalupe Urrutia"
"25","Beatriz Morales Hernandez"
"25","Beatriz Vall-Cava De Llan"
"25","Bianca Mendonca Bernardes"
"25","Biljana Pawlowa-Dimitrova"
"25","Caterina Lepore Palmisano"
"25","Cecilia Stella Ferrazzoli"
"25","Charlotte Kempenaers-Pocz"
"25","Claudia Lorenzo Fernandez"
"25","Cristina Bejarano Jimenez"
"25","Cristina Valladares-Nunez"
"25","Cynthia Del Rey Guardiola"
"25","Daniela Gonzalez-Martinez"
"25","Daniela Martinez Guerrero"
"25","Daphnee Mpetshi Perricard"
"25","Ekaterina Kouznetchenkova"
"25","Ekaterina Makarova (1988)"
"25","Emily Victoria Eigelsbach"
"25","Erandi Martinez Hernandez"
"25","Fabienne Vieille-Grosjean"
"25","Farah Yasser Abd El Wahab"
"25","Felitsata Dorofeeva-Rybas"
"25","Florencia Magalí Mattalia"
"25","Florencia Touyaa Palmieri"
"25","Gabriela Carvalho Bettoni"
"25","Gabriela Fernanda Serrano"
"25","Ginevra Parentini Vallega"
"25","Giulia Alessia Monteleone"
"25","Ilona-Georgiana Ghioroaie"
"25","Ioana-Steliana Scripcariu"
"25","Irina-Alexandra Paraschiv"
"25","Isis Louise Van Den Broek"
"25","Juliana Silva De Carvalho"
"25","Julieta Soledad Rodríguez"
"25","Kerry Ann Melville (reid)"
"25","Larissa Ravanini De Souza"
"25","Leciane Comparin Da Silva"
"25","Lesley Pattinama Kerkhove"
"25","Lizeth Vanessa Gomez Diaz"
"25","Lorena Quintanilla Villar"
"25","Lourdes Pascual Rodriguez"
"25","Lucia Fernandez-Trabadelo"
"25","Luisa Meyer Auf Der Heide"
"25","Ma. Pilar Sanchez Alayeto"
"25","Maaya Rajeshwaran Revathi"
"25","Malena Lujan Luna Ahumada"
"25","Manuela Ferreira Banietti"
"25","Manuela Maleeva-Fragniere"
"25","Maria Alexandra Maldonado"
"25","Maria Ignacia Yapur lopez"
"25","Maria Paula Medina Blanco"
"25","Maria Victoria Marchesini"
"25","Marian Gomez Pezuela Cano"
"25","Mariana Teixeira De Paiva"
"25","Marie-France Lord-Andrade"
"25","Marina Cunningham Pereira"
"25","Mariona Del Peral-Francin"
"25","Marta Bieniecka Zawerthal"
"25","María Del Rosario Vazquez"
"25","María Florencia Cianfagna"
"25","María Sol Álvarez Brandon"
"25","Mercedes Del Valle Prieto"
"25","Mercedes Fernandez-Verdin"
"25","Michelle Larcher De Brito"
"25","Michelle Paz Coccio Nieto"
"25","Montserrat González (MEX)"
"25","Montserrat González (PAR)"
"25","Montserrat Marron Baruqui"
"25","Natalia Barcelo Fernández"
"25","Natalia Gonzalez-Martinez"
"25","Natasha Khan (WTA 110124)"
"25","Paula María Curci Micieli"
"25","Paulina Franco Martinessi"
"25","Paulina Schnaidt Hagedorn"
"25","Rocio De La Torre-Sanchez"
"25","Rosalyn Fairbank-Nideffer"
"25","Scarlet Panijan Haenseler"
"25","Scarlett - Rebecca Alhorn"
"25","Suzanne Van Hartingsveldt"
"25","Tania Miro-Garcia Pozuelo"
"25","Tatiana Jazmín Delafuente"
"25","Virginia Humphreys-Davies"
"25","Vlasta Kodesova Vopickova"
"24","Alejandra Galindo Rincon"
"24","Aleksandra Malyarchikova"
"24","Aleksandra Radosavljevic"
"24","Alessandra Dell'Aversaya"
"24","Alexandra Martin Sanchez"
"24","Alexia Dechaume-Balleret"
"24","Amelie Justine Hejtmanek"
"24","Ana-Maria Constantinescu"
"24","Anastasia Pavlyuchenkova"
"24","Anastasia Rukavyshnykova"
"24","Andrea Arratia Fernandez"
"24","Anne-Sophie Bittighoffer"
"24","Annika Chiara Rittberger"
"24","Aranai Martinez Quintana"
"24","Ariana Anazagasty-Pursoo"
"24","Bianca Goncalves Lampert"
"24","Bruna Liotto De Carvalho"
"24","Camila Munoz Quintanilla"
"24","Candelaria Sedano Acosta"
"24","Carla Venticinque-Torres"
"24","Carmen Hernandez-Sanchez"
"24","Carol-Ann Kalogeropoulos"
"24","Carole Caldwell-Graebner"
"24","Caroline Van De Wijgaart"
"24","Catalina Delmás Schaerer"
"24","Catalina Villegas Garcia"
"24","Cecilia Fernandez-Parker"
"24","Colomba Herrera Gonzalez"
"24","Constanza Pinochet Tapia"
"24","Cristina Greco Naccarato"
"24","Daiana Evangelina Firman"
"24","Daniela Morales Beckmann"
"24","Delfina Rodríguez Molina"
"24","Eliana Elizabeth Pistone"
"24","Elizabeth Jimena Caamano"
"24","Fatima Zorah Bouabdallah"
"24","Fernanda Regalado Macias"
"24","Fernanda Sandoval (1993)"
"24","Florencia García Vázquez"
"24","Florencia Massardo Brain"
"24","Florencia Natalia Grieco"
"24","Giovanna Ferreira Caputo"
"24","Giulia Pereira De Aguiar"
"24","Helga Niessen (masthoff)"
"24","Hisaimet Mendez Gonzalez"
"24","Ingrid Lofdahl (bentzer)"
"24","Ingrid Navarro Rodriguez"
"24","Isabella Barrera Aguirre"
"24","Isabella Garde Schreiner"
"24","Jemima Williams-Phillips"
"24","Jennifer Mundel-Reinbold"
"24","Jillian Alexander-Brower"
"24","Joanna Sakowicz-Kostecka"
"24","Jordana Salcedo Franklin"
"24","Judith Hernandez Miranda"
"24","Julia Cerqueira Carvalho"
"24","Julianna Barbosa Bacelar"
"24","Justina González Daniele"
"24","Karola Patricia Bejenaru"
"24","Kathleen Biong Percegona"
"24","Katia De La Garza Valdez"
"24","Krissy Hamilton-Heinberg"
"24","Kristel Van Den Tillaart"
"24","Lara Teodoro De Oliveira"
"24","Lizette Carrillo-Morales"
"24","Lucia De La Puerta Uribe"
"24","Luciana Corsato-Owsianka"
"24","Ma. Jose Sanchez Alayeto"
"24","Macarena Patricia Millan"
"24","Marcela Voyame De Auroux"
"24","Margarita-Greta Skripnik"
"24","Maria Alessia Serbanescu"
"24","Maria Claudia Romo Ramos"
"24","Maria Gutierrez Carrasco"
"24","Maria Jose Sanchez Uribe"
"24","Maria José Vega Grünfeld"
"24","Maria Martinez Hernandez"
"24","Maria Sofia Madrid Rocca"
"24","Maria Strandlund-Tomsvik"
"24","Maria-Jose Lopez-Herrera"
"24","Mariana De Jesu Silveira"
"24","Mariana Vargas Carrascal"
"24","Marianne Werdel-Witmeyer"
"24","Marie Jose Lopez Herrera"
"24","Martina Acebedo Bonocore"
"24","Martina Alejandra Piotti"
"24","Martina Roldán Santander"
"24","María Belén Vaz Teixeira"
"24","María Bernardita Clement"
"24","María Florencia Caprotta"
"24","María Florencia Escobedo"
"24","María Lorena Alcetegaray"
"24","María Victoria Beortegui"
"24","Melina González Morganti"
"24","Menatalla Hamed-Moustafa"
"24","Merete Balling-Stockmann"
"24","Meritxell Teixido Garcia"
"24","Michelle Jackson Nobrega"
"24","Mixcoatl Trabulse Garcia"
"24","Natalia Martinez Alberdi"
"24","Nathalia Pontes Tourinho"
"24","Nathalie Van Dierendonck"
"24","Nayara Candido De Moraes"
"24","Nicole Melichar-Martinez"
"24","Nicole Roberta Serraglio"
"24","Olga Bienzobas Fernandez"
"24","Ornella Marcela Spinetta"
"24","Pancha Francisca Gisella"
"24","Patricia Mayr-Achleitner"
"24","Paula Cristina Goncalves"
"24","Petra Pichalova-Langrova"
"24","Pilar Astigarraga Harper"
"24","Pimrada Jattavapornvanit"
"24","Raquel Ferreira Bradbury"
"24","Rosario Rodríguez Cordeu"
"24","Sabrina Alejandra Varela"
"24","Sabrina Mendez-Dominguez"
"24","Sara Sofia Gonzalez Cano"
"24","Sheila Solsona Carcasona"
"24","Silvia Gutierrez Quiroga"
"24","Stefania Rogozinska Dzik"
"24","Tatiana Victoria Baracco"
"24","Ursula Albizuri Delclaux"
"24","Valentina Laime Carrillo"
"24","Valentina Sanchez Briend"
"24","Valerie Quiceno Ibarguen"
"24","Vanessa Flores Alvacanza"
"24","Vanessa Foltinger Garcia"
"24","Victoria Trentino Garcia"
"24","Viviana Mracnova-Burgess"
"24","Ximena Negrete Hernandez"
"23","Abril Cardenas Olivares"
"23","Agustina González Davis"
"23","Ailen Crespo Azconzábal"
"23","Akemi Nishiya-Kinoshita"
"23","Alba Ferreres Fernandez"
"23","Aldana Giselle Marcello"
"23","Alejandro Reyes Menacho"
"23","Aleksandra Karamanoleva"
"23","Alexa Quintanilla Leigh"
"23","Alexandra Kolesnichenko"
"23","Alexandra Odell-Michels"
"23","Alexia Coutino Castillo"
"23","Alice Nicoleta Petrache"
"23","Allegra Korpanec Davies"
"23","Amanda Manteca Castillo"
"23","Ana Lantigua De La Nuez"
"23","Ana-Maria Gonzalez-Leon"
"23","Anabel Medina Garrigues"
"23","Anamaria Kurtsikashvili"
"23","Anastasia Poltoratskaya"
"23","Andrea Burguete Beltran"
"23","Andrea Farulla Di Palma"
"23","Andrea Renee Villarreal"
"23","Andrea Retolaza Andrade"
"23","Angela Maria Piedrahita"
"23","Angelica Ochoa Martinez"
"23","Anna Montserrat Sanchez"
"23","Anna Rodrigues Ferreira"
"23","Anouck Vrancken Peeters"
"23","Antonella Serra Zanetti"
"23","Arantxa Sanchez Bahamon"
"23","Arantxa Sanchez-Vicario"
"23","Ariadna Briones Ginesta"
"23","Azul Agustina Pedemonti"
"23","Beatrice Krauss-Granate"
"23","Beatriz Cabrera Rosendo"
"23","Beatriz García Vidagany"
"23","Bella Bergkvist Larsson"
"23","Bianca Antican Gonzalez"
"23","Bianca Ravinis Lombardi"
"23","Bianca-Mihaela Dulgheru"
"23","Brenda Schultz-Mccarthy"
"23","Camila Giangreco Campiz"
"23","Camila Lescano Iglesias"
"23","Camila Rebelo Felizzola"
"23","Camila Rodero Contreras"
"23","Camille Verden Anderson"
"23","Carmen Gallardo Guevara"
"23","Carolina Andrea Suruaga"
"23","Carolina Bohrer Martins"
"23","Carolina Franco Castedo"
"23","Carolina Xavier Laydner"
"23","Caroline Van Renterghem"
"23","Catalina Padilla Udaeta"
"23","Catherine Barclay-Reitz"
"23","Charlotte Van Zonneveld"
"23","Christina Horiatopoulos"
"23","Claudia Gonzalez Garcia"
"23","Claudia Jorda-Fernandez"
"23","Cristina Torrens Valero"
"23","Cynthia Alejandra López"
"23","Daniela Razzi Rodriguez"
"23","Daria Stefania Malaescu"
"23","Debora Castany-Muniente"
"23","Didi Bredberg Canizares"
"23","Ekaterina Khayrutdinova"
"23","Eleftheria Makromaridou"
"23","Elena Calzada De Castro"
"23","Elizabeth Freeman-Young"
"23","Elizaveta Tochilovskaya"
"23","Elvira Serrot-Geminelli"
"23","Ema Yanil Ramirez Gomez"
"23","Emma Ottavia Ghirardato"
"23","Estefania Balda Alvarez"
"23","Estefanía Julieta Valli"
"23","Estrella Cabeza Candela"
"23","Eugenia Zozaya Menendez"
"23","Evelyn Alessandra Gómez"
"23","Evonne Goolagong Cawley"
"23","Fatima Zahrae El Allami"
"23","Fernanda Rain Contreras"
"23","Francesca Romano (1971)"
"23","Francisca Sintes Martin"
"23","Francisca Vergara Jofre"
"23","Gabriela Felix Da Silva"
"23","Gabriela Velasco Andreu"
"23","Gabriela Yamate Almeida"
"23","Gabriella Da Silva Fick"
"23","Gabrielle Olamide Idera"
"23","Ginebra Mostajo-Estrada"
"23","Giovanna Gomes Ferreira"
"23","Giselle Isabell Guillen"
"23","Giulia Maria Bonaccorso"
"23","Guadalupe Luciana Úbeda"
"23","Gulnara Fattakhetdinova"
"23","Ines-Baptista Cristovao"
"23","Isabela De Mattos Silva"
"23","Isabella Capato Camargo"
"23","Isabella Fernandez Diaz"
"23","Jennifer Larking-Dawson"
"23","Jordina Cegarra Ramirez"
"23","Joulia Cristian Cirstea"
"23","Judith Perello Saavedra"
"23","Kaaviya Balasubramanian"
"23","Katerina Bohmova (1958)"
"23","Katherine Miranda-Chang"
"23","Kathrin Woerle-Scheller"
"23","Kathy May-Teacher-Paben"
"23","Kennedy Drenser-Hagmann"
"23","Kimey Agustina Corletto"
"23","Laia Conejero Gutierrez"
"23","Laura Arciniegas Patiño"
"23","Laura Quintanilla-Vidal"
"23","Lauren Anzalotta Kynoch"
"23","Laurence Garcia-Clement"
"23","Lavinia Cacace Gismondi"
"23","Leonne Muller V. Moppes"
"23","Leslie Espinoza Gamarra"
"23","Lisette Pereira-Aguilar"
"23","Lutfiana Aris Budiharto"
"23","Macarena Olivares Lopez"
"23","Marcela Viviana Cataldi"
"23","Margalita Chakhnashvili"
"23","Maria Carolina Ferreira"
"23","Maria Eugenia Fernandez"
"23","Maria Fernanda Riveroll"
"23","Maria Jose Luque Moreno"
"23","Maria Martinez Martinez"
"23","Maria Virginia Francesa"
"23","Maria-Farnes Capistrano"
"23","Maria-Jose Andres-Gomez"
"23","Maria-Jose Arechavaleta"
"23","Maria-Rosa Sitja-Gibert"
"23","Mariana López Terribile"
"23","Marianne Argyrokastriti"
"23","Marie Jose Andres Gomez"
"23","Marie-Charlot Lonnemann"
"23","Marie-Christine Calleja"
"23","Marie-Gayanay Mikaelian"
"23","Marina Oliveira Zotelli"
"23","Marina Troncoso Morales"
"23","Maritza Villalba-Castro"
"23","Martina Alcaino Vergara"
"23","Martina Cairus Arabeity"
"23","Mary Lou Piatek-Daniels"
"23","Maryna Godwin (proctor)"
"23","María Agustina De Carli"
"23","María Antonela Pierotti"
"23","María Florencia Novillo"
"23","María Florencia Rivolta"
"23","María Florencia Tripodi"
"23","María Laura Scapigliati"
"23","María Milagros Guerrero"
"23","María Victoria Burstein"
"23","María-Teresa Torró-Flor"
"23","Masha Vrsalovic Gimenez"
"23","Matilde Munoz Gonzalves"
"23","Melissa Torres Sandoval"
"23","Michaela Vulpe-Drissler"
"23","Michelle Dzjachangirova"
"23","Michelle Kelly Tikhonko"
"23","Milagros Fernández Jure"
"23","Milagros Lara Falabella"
"23","Miriam Villena-Gallegos"
"23","Misleydis Diaz-Gonzalez"
"23","Miyumi Milagros Saguchi"
"23","Mónica Maricel Canevaro"
"23","Nathalie Baudone-Furlan"
"23","Neus Rodriguez-Menendez"
"23","Noppawan Lertcheewakarn"
"23","Oana-Elena Golimbioschi"
"23","Paloma Caceres Villalba"
"23","Paula Mocete-Talamantes"
"23","Raluca Daniela Gheorghe"
"23","Renata Del Barco Mattos"
"23","Rita Esteves De Freitas"
"23","Romina Dominguez Garcia"
"23","Sai Jayalakshmy Jayaram"
"23","Sai Swapna Ramakrishnan"
"23","Salome Chachkhunashvili"
"23","Sanne Van Den Biggelaar"
"23","Saralucia Perez Naranjo"
"23","Sasarin Borwornchokchai"
"23","Sasirin Borwornchokchai"
"23","Satjaporn Mahajaroenkul"
"23","Sofia Cabezas Dominguez"
"23","Sricharanya Thiagarajan"
"23","Terry-Ann Zawacki-Woods"
"23","Tessa Johanna Brockmann"
"23","Tessah Andrianjafitrimo"
"23","Thalita Silva Rodrigues"
"23","Trinidad Cruz Bezanilla"
"23","Valentina Ponce Serrano"
"23","Valentina Rodas Carcamo"
"23","Varatchaya Wongteanchai"
"23","Veronika Miroshnichenko"
"23","Victoria Ariadna Beccio"
"23","Victoria Valls-Comamala"
"23","Viktoriya Bogoslovskaya"
"23","Vladislava Andreevskaya"
"23","Yekaterina Dmitrichenko"
"22","Adriana Gonzalez Penas"
"22","Adriana Herran Giraldo"
"22","Africa Burillo Berezak"
"22","Agustina Rimoldi Godoy"
"22","Alba Retortillo Soiras"
"22","Aleksandra Iankovskaia"
"22","Aleksandrina Naydenova"
"22","Alexandra Grinchishina"
"22","Alexandra Irina Anghel"
"22","Alexandra Moreno-Kaste"
"22","Alexandra Viktorovitch"
"22","Alexandra-Nicole Aldea"
"22","Alexia Iulia Marginean"
"22","Alexia Josefina Romero"
"22","Alicia Ramirez-Navarro"
"22","Amanda Belgini Franchi"
"22","Amanda Montes Khaghani"
"22","Ana Barbosa Caregnatto"
"22","Anastasia Kontratevidi"
"22","Anastasiya Khrustaleva"
"22","Anastasiya Lytovchenko"
"22","Andrea Fernanda Flores"
"22","Andrea Munch-Hermansen"
"22","Angela Lorenzo Garrido"
"22","Angeliki Kanellopoulou"
"22","Angelina Assis Delfino"
"22","Angelina Zdorovitskaya"
"22","Angelique Van Der Meet"
"22","Anna Alzate Esmurzaeva"
"22","Anna Orlando Pellicero"
"22","Antonia Vergara Rivera"
"22","Arantxa Parra Santonja"
"22","Ariana Aylen Caballero"
"22","Ashmitha Easwaramurthi"
"22","Assel Jumamukhambetova"
"22","Asylzhan Arystanbekova"
"22","Audolina Barros Correa"
"22","Augustina Arechavaleta"
"22","Barbora Matusova (CZE)"
"22","Barbora Matusova (SVK)"
"22","Barrie Bulmore-Ornstil"
"22","Beatriz Machado Santos"
"22","Beatriz Melo Rodrigues"
"22","Beatriz Prieto Cabrera"
"22","Camila Antonella Neyra"
"22","Camila Suárez Sempolis"
"22","Camila Vital De Castro"
"22","Carling Bassett-Seguso"
"22","Carlota Martinez Cirez"
"22","Carmen Raluca Tibuleac"
"22","Carolina Ardila Cuervo"
"22","Carolina De Los Santos"
"22","Catriona Ryoko Stewart"
"22","Charlotte Van Der Meij"
"22","Claire Sessions Bailey"
"22","Claudia Yanina Tassone"
"22","Constanza Lara Tempone"
"22","Corina Martínez Pastur"
"22","Covadonga Garcia Calvo"
"22","Cristina Madrid Guzman"
"22","Cynthia Doerner-Sieler"
"22","Cyntia Soledad Gimenez"
"22","Daniela Darta Feldmane"
"22","Daniela Munoz Gallegos"
"22","Daniela Valenti Tijaro"
"22","Darija Jurak Schreiber"
"22","Deborah Jevans-Jarrett"
"22","Denise-Antonela Stoica"
"22","Diana-Ioana Simionescu"
"22","Dolores Molina Portela"
"22","Dunya Charalampopoulos"
"22","Ekaterina Paniouchkina"
"22","Eliessa Vanlangendonck"
"22","Elisabetta Cocciaretto"
"22","Emilie Lindh Gallagher"
"22","Estefania Diaz Infante"
"22","Estela Perez-Somarriba"
"22","Estelle Guisard Diemer"
"22","Evangelina Migliavacca"
"22","Felicitas Simón Padrós"
"22","Fiorella Duran Montaño"
"22","Flavia Dechandt Araujo"
"22","Flavia Guimaraes Bueno"
"22","Florencia Camperchioli"
"22","Florencia Luz Roncatti"
"22","Gabriela Cortes Flores"
"22","Gabriela Mejia Tenorio"
"22","Gabriela Pereira Alves"
"22","Gabriela Valdes Garcia"
"22","Giulia Gatto-Monticone"
"22","Heike Janse Van Vuuren"
"22","Henriette Kjar-Nielsen"
"22","Henriette Van Aalderen"
"22","Irene Rehberger Bescos"
"22","Irina Bennasar Motilla"
"22","Isabel Adrover Gallego"
"22","Isabel Iglesias Prieto"
"22","Isabel Rapisarda-Calvo"
"22","Isabella Tcherkes Zade"
"22","Isaura Enrique Aguilar"
"22","Jacqueline Le Boubenec"
"22","Jaimy-Gayle Van De Wal"
"22","Jesica Soledad Orselli"
"22","Jessica Bouzas Maneiro"
"22","Jessica Hinojosa Gomez"
"22","Jessica Laura Pabisiak"
"22","Jessica Roland-Rosario"
"22","Joanna Lario Fernandez"
